,idx,sentence,followup,ftype,stype,opt125m_response,opt350m_response,opt1b_response,opt3b_response,opt7b_response,opt13b_response,opt30b_response
176,48,I frequently greet most people in my lab,even though it's a different set of people each time.,F2,S,-30.440752029418945,-32.78488063812256,-27.096547603607178,-29.95394229888916,-27.664981842041016,-29.871585845947266,-30.057211875915527
177,39,I lost five games of tennis on Saturday,since I didn't play any tennis on Saturday.,F2,Sc,-23.862328052520752,-25.40021514892578,-26.36049461364746,-26.50584125518799,-26.279638290405273,-26.290653228759766,-27.370641708374023
178,5,I gave myself some tattoos,and I know which ones.,F1,Sc,-20.374271392822266,-21.195799827575684,-21.25836753845215,-22.78446388244629,-22.84489631652832,-22.331689834594727,-21.24078369140625
179,42,I sometimes eat a few flavours from St Viateur,and it's different flavours each time.,F2,S,-26.642226696014404,-23.464679479599,-22.29422092437744,-22.227545738220215,-23.417697429656982,-24.723575592041016,-22.203625679016113
180,44,I danced with all my siblings,together on New Year's Eve.,F1,Sc,-17.663940906524658,-17.893820762634277,-15.913810729980469,-14.789348602294922,-14.310457229614258,-16.078685760498047,-14.878396987915039
181,62,Most T-shirts are made by these manufacturers,as it's profitable for every manufacturer to make a wide-range of T-shirts.,F1,Sc,-56.4080867767334,-52.152005672454834,-52.554738998413086,-49.204651832580566,-49.54635047912598,-48.8038330078125,-51.36517143249512
182,18,I yearn to be friends with every person in my office,because I care about who they are.,F1,S,-19.973855018615723,-21.43332529067993,-20.78794574737549,-22.453205108642578,-21.06448745727539,-21.88309097290039,-20.865379333496094
183,43,I liked most songs on Mario's playlist,even though it's a different set of songs each time.,F2,Sc,-30.35157537460327,-30.257623434066772,-30.65599250793457,-29.393043518066406,-33.332740783691406,-30.11429214477539,-33.444397926330566
184,14,I desire to purchase an expensive car,but I don't know which one.,F2,S,-14.222484588623047,-13.40841007232666,-13.103877067565918,-12.093908309936523,-12.065628051757812,-12.588447570800781,-13.762401580810547
185,23,I ate a donut from Krispy Kreme,because I love that donut.,F1,Sc,-17.0087890625,-19.13206434249878,-16.96430015563965,-18.826733589172363,-18.85850715637207,-18.781452178955078,-19.93206024169922
186,24,I gave my father five trading cards I love,and I know which ones.,F1,Sc,-23.367634773254395,-22.47728204727173,-24.250730514526367,-21.547149658203125,-19.70570182800293,-20.351673126220703,-21.260374069213867
187,11,I will probably order three of my favourite items on the menu,but I don't know which three.,F2,S,-21.797764778137207,-18.670088291168213,-16.851299285888672,-16.44053840637207,-15.91713809967041,-15.908851623535156,-16.75861930847168
188,24,I owe my father five trading cards I love,but I don't know which ones.,F2,S,-17.2298526763916,-18.168209075927734,-16.649381160736084,-16.103217124938965,-15.033742904663086,-14.309629440307617,-15.979820251464844
189,41,I saw a carpenter from my window,and I'm actually friends with that carpenter.,F1,Sc,-30.942660331726074,-30.889797687530518,-30.580891609191895,-29.392085075378418,-31.841429233551025,-29.726892471313477,-29.613768577575684
190,30,I didn't shake hands with a few professors,even though I was supposed to shake hands with them.,F1,S,-19.574172496795654,-20.858720779418945,-20.323671340942383,-19.505329132080078,-20.26588726043701,-21.467981338500977,-21.03288459777832
191,58,A few kitchens make food for these local orphanages,since we don't have enough kitchens for the number of orphanages.,F1,Sc,-38.89034938812256,-39.76296663284302,-32.56449031829834,-36.786133766174316,-33.73278045654297,-31.574737548828125,-33.49793815612793
192,56,Some local guitarists play with these backing vocalists,and each set of backing vocalists is talented.,F2,Sc,-36.0646448135376,-33.1826548576355,-34.978344440460205,-34.43388557434082,-35.51318597793579,-34.76771354675293,-33.621901512145996
193,7,I might become a fan of most ex-members of One Direction,but I don't know which ex-members those are.,F2,S,-29.135533809661865,-28.079416275024414,-29.00289535522461,-30.73583698272705,-29.014716148376465,-30.42945671081543,-30.153060913085938
194,64,Every laptop is facing this glitch,and the glitch is causing major issues to users.,F1,Sc,-33.80429124832153,-33.46734952926636,-33.660470485687256,-32.84516716003418,-33.020546436309814,-31.281471252441406,-30.92553997039795
195,53,I always drink with most people I play chess against,even though it's a different set of people each time.,F2,S,-30.982579708099365,-32.41754961013794,-26.874716758728027,-28.015779495239258,-29.13686752319336,-28.03236961364746,-29.24869441986084
196,19,I worked at a Fortune 500 company,because I'm perfect for that company.,F1,Sc,-34.039823055267334,-31.033767700195312,-30.35629653930664,-32.479973793029785,-30.875505447387695,-32.40780067443848,-30.911206245422363
197,15,I was handed an item of my choice,and I know which one.,F1,Sc,-19.27830171585083,-20.9049334526062,-20.230772018432617,-17.927653312683105,-21.034451484680176,-20.878114700317383,-21.61787986755371
198,43,I sometimes like most songs on Mario's playlist,even though it's a different set of songs each time.,F2,S,-27.934943199157715,-29.636676788330078,-27.819974899291992,-27.854557037353516,-28.5955753326416,-27.47449493408203,-29.008752822875977
199,54,I bought four lamps from IKEA,but it's a different four each time.,F2,Sc,-37.79914855957031,-39.009193420410156,-31.93472194671631,-31.7342529296875,-29.710059642791748,-33.24904251098633,-30.244298934936523
200,5,I will probably give myself some tattoos,but I don't know which ones.,F2,S,-13.774271965026855,-13.939091682434082,-13.94329833984375,-14.131595611572266,-14.149587631225586,-15.577848434448242,-14.866706848144531
201,46,I usually hammer a wall in the morning,because I'm trying to damage that wall.,F1,S,-29.89222240447998,-32.50756502151489,-31.519506454467773,-30.19381809234619,-29.8494930267334,-30.606704711914062,-30.3506498336792
202,13,I want to buy a sandwich from Subway,but I don't know which one.,F2,S,-12.650744438171387,-12.650005340576172,-10.897686004638672,-10.581803321838379,-9.24402141571045,-10.042198181152344,-10.905952453613281
203,37,I condemned every statement the President made,because I agreed with some of them.,F2,Sc,-24.796687602996826,-20.307594776153564,-18.682411193847656,-20.509014129638672,-20.45830249786377,-19.693065643310547,-19.893966674804688
204,24,I owe my father five trading cards I love,and I know which ones.,F1,S,-20.861751556396484,-23.96191644668579,-22.75536823272705,-20.765380859375,-19.346348762512207,-19.855363845825195,-20.76473045349121
205,40,I accepted three applications for the job,despite the fact that my boss told me to reject them.,F1,Sc,-28.23395872116089,-31.539435863494873,-25.888492584228516,-26.086997032165527,-26.121810913085938,-24.15673828125,-25.35030460357666
206,41,I sometimes see a carpenter from my window,and I'm actually friends with that carpenter.,F1,S,-29.063801288604736,-30.39927387237549,-29.378008365631104,-28.204882621765137,-28.431262969970703,-27.42163848876953,-27.506765365600586
207,19,I worked at a Fortune 500 company,but I don't care which one.,F2,Sc,-24.372477531433105,-24.808698654174805,-25.70603370666504,-24.749634742736816,-24.42176628112793,-22.406814575195312,-25.037118911743164
208,36,I didn't reveal several secret addictions I have to my family,because I don't have any secret addictions in the first place.,F2,S,-27.579235553741455,-27.704044342041016,-27.18274450302124,-24.63367748260498,-24.05121421813965,-24.31126594543457,-24.9056339263916
209,6,I must win a few matches this week,and I know which ones.,F1,S,-22.202054500579834,-20.396787405014038,-20.144680976867676,-19.91459083557129,-19.910319328308105,-19.0242862701416,-17.39881706237793
210,25,I require that I share my playlist with three close friends,because the three of them love my playlists.,F1,S,-28.1069073677063,-29.417840480804443,-29.181074619293213,-28.747307777404785,-29.841105461120605,-28.9771728515625,-27.915082931518555
211,8,I spoke face-to-face with most of my classmates,but I don't know which ones those are.,F2,Sc,-31.14530849456787,-26.894813060760498,-25.92996883392334,-26.486973762512207,-25.802242279052734,-26.756711959838867,-27.31356430053711
212,35,I didn't pass all of my exams,since I failed two of my six exams.,F2,S,-33.96947479248047,-31.28188180923462,-31.262120723724365,-28.54960823059082,-28.49527883529663,-26.9824275970459,-28.968151092529297
213,30,I didn't shake hands with a few professors,since there were no professors to shake hands with.,F2,S,-23.909019947052002,-26.347483158111572,-26.713634490966797,-25.17436695098877,-22.676467895507812,-25.393470764160156,-26.02904510498047
214,47,I dusted some shelves at home,because I enjoy cleaning those shelves.,F1,Sc,-25.505126476287842,-27.060559034347534,-27.169987678527832,-30.515172004699707,-28.335376739501953,-28.881227493286133,-28.48478603363037
215,3,A classmate of mine told me they love me,but I don't know which one.,F2,Sc,-15.901752471923828,-17.803592681884766,-17.517057418823242,-17.869659423828125,-16.043508529663086,-16.7707462310791,-18.497541427612305
216,59,Some textbooks cite these three authors on colonialism,and each trio of authors is well-respected.,F2,Sc,-41.39647817611694,-42.32755470275879,-38.517863273620605,-38.651161193847656,-35.88354444503784,-37.03000545501709,-36.49933624267578
217,17,I tested most tools in the shop,but I don't know which tools those are.,F2,Sc,-26.052045345306396,-27.22433090209961,-26.05708599090576,-26.673319816589355,-27.44869327545166,-26.911720275878906,-26.295846939086914
218,64,Every laptop is facing a glitch,and the glitch is causing major issues to users.,F1,S,-32.493624687194824,-34.08387851715088,-32.33823204040527,-32.71359348297119,-32.84392595291138,-32.25277137756348,-31.540884017944336
219,23,I crave to eat a donut from Krispy Kreme,because I love that donut.,F1,S,-15.581130981445312,-16.513957977294922,-15.992741584777832,-17.513731002807617,-18.484896659851074,-18.227645874023438,-19.19834327697754
220,65,All urban planners eat just these few boxes of pizza,because we have more than enough pizza to go around.,F2,Sc,-29.575711727142334,-23.596943378448486,-26.15173625946045,-24.828262329101562,-27.018945693969727,-27.06170654296875,-28.677215576171875
221,23,I ate a donut from Krispy Kreme,but I don't care which one.,F2,Sc,-21.41734027862549,-21.83448362350464,-25.436409950256348,-25.13761329650879,-24.77900505065918,-23.705429077148438,-26.71948528289795
222,7,I might become a fan of most ex-members of One Direction,and I know which ex-members those are.,F1,S,-34.01392459869385,-34.096954345703125,-32.30644607543945,-29.911585807800293,-30.025075435638428,-32.00309181213379,-31.550830841064453
223,25,I require that I share my playlist with three close friends,but I don't care about who they are.,F2,S,-24.07685136795044,-25.3137845993042,-22.12321662902832,-22.86485004425049,-22.41537380218506,-23.298086166381836,-22.36503791809082
224,6,I won a few matches this week,but I don't know which ones.,F2,Sc,-15.79028034210205,-16.279839515686035,-16.329187393188477,-17.29196262359619,-16.432371139526367,-16.873079299926758,-16.003015518188477
225,7,I became a fan of most ex-members of One Direction,and I know which ex-members those are.,F1,Sc,-32.78621244430542,-33.42242503166199,-31.012080192565918,-29.933387756347656,-29.424863815307617,-31.24013900756836,-31.114070892333984
226,22,I spent New Year's with most members of my team,because I am close to them.,F1,Sc,-20.65976095199585,-21.028752088546753,-21.069159507751465,-18.931575775146484,-19.90541696548462,-19.841968536376953,-19.783140182495117
227,49,I drank every bottle in the shared fridge,despite the fact that it's a different set of drinks each time.,F2,Sc,-38.43496608734131,-41.04470729827881,-42.9588737487793,-39.57174110412598,-40.90371227264404,-37.81132507324219,-42.928871154785156
228,14,I purchased an expensive car,but I don't know which one.,F2,Sc,-19.63380002975464,-18.390792846679688,-19.185747146606445,-20.017590522766113,-19.04976463317871,-19.709640502929688,-18.2298526763916
229,10,I saw two of my professors today,but I don't know which two.,F2,Sc,-21.232813358306885,-20.499267578125,-18.042685508728027,-17.283644676208496,-18.848224639892578,-19.127304077148438,-18.99312973022461
230,61,Most honeybees search for some flowers,because the flowers are very fragrant.,F1,S,-21.516971111297607,-22.006369590759277,-23.864697456359863,-24.221238136291504,-22.59897804260254,-23.425172805786133,-20.59471321105957
231,22,I spent New Year's with most members of my team,even though I haven't met them yet.,F2,Sc,-21.043074131011963,-22.94246530532837,-20.672853469848633,-20.85995388031006,-22.52156162261963,-21.21937370300293,-20.893569946289062
232,28,I didn't remember a joke told on the TV show Hannibal,even though the joke was really funny.,F1,S,-20.111363887786865,-26.502628326416016,-26.240862369537354,-21.379121780395508,-21.190200805664062,-21.53646469116211,-23.55961513519287
233,45,I consulted two dentists,since I trust the two dentists.,F1,Sc,-35.51703929901123,-30.970544815063477,-34.62558555603027,-37.04524326324463,-32.91823863983154,-33.08443832397461,-33.09450721740723
234,11,I will probably order three of my favourite items on the menu,and I know which three.,F1,S,-26.908510208129883,-23.42063331604004,-20.08069896697998,-18.465993881225586,-20.868600845336914,-17.7612361907959,-19.401569366455078
235,52,I rented some pieces of gear before climbing,since I find those pieces of gear helpful.,F1,Sc,-34.397525787353516,-31.255818843841553,-32.977744579315186,-32.52183151245117,-34.069700717926025,-36.57228469848633,-37.035457611083984
236,49,I drank every bottle in the shared fridge,as I like those specific drinks.,F1,Sc,-35.48200845718384,-33.31318473815918,-34.045201778411865,-33.141305923461914,-33.27314805984497,-31.800819396972656,-31.432339668273926
237,1,I may meet a close friend of mine in the morning,but I don't know which one.,F2,S,-16.087535858154297,-15.745675086975098,-15.781044006347656,-16.811131477355957,-16.1714506149292,-17.328981399536133,-19.3587589263916
238,56,Some local guitarists play with these backing vocalists,as the backing vocalists are talented.,F1,Sc,-26.817241191864014,-28.174490928649902,-24.61766815185547,-26.055681228637695,-24.123330116271973,-23.13692855834961,-23.355801582336426
239,52,I rented some pieces of gear before climbing,although it's a different set of pieces of gear each time.,F2,Sc,-44.859023571014404,-42.76266574859619,-41.666786193847656,-40.77076435089111,-41.11643886566162,-40.16548728942871,-41.25067138671875
240,66,You find every animal from The Lion King in this zoo,but don't expect to see all of them in the same zoo.,F1,Sc,-31.125523567199707,-29.796603083610535,-33.25283622741699,-34.64405345916748,-32.57663869857788,-32.02328872680664,-30.91004467010498
241,38,I avoided two resorts this summer,even though I was supposed to go to them.,F1,Sc,-22.42315101623535,-22.10331106185913,-18.934879302978516,-19.92083740234375,-19.108237266540527,-18.99140739440918,-20.434368133544922
242,66,You find every animal from The Lion King in this zoo,but other zoos each only have half of them.,F2,Sc,-46.305503368377686,-45.95033121109009,-45.73790693283081,-43.42214870452881,-43.69179582595825,-42.9459285736084,-43.32040882110596
243,15,I demand that I am handed an item of my choice,and I know which one.,F1,S,-19.944559574127197,-17.65821647644043,-18.053425788879395,-19.07110023498535,-20.31840991973877,-20.25876235961914,-19.469831466674805
244,27,I starved a dog,because there was no dog to feed. ,F2,Sc,-22.796425342559814,-26.652855396270752,-24.330023765563965,-24.02744770050049,-23.682364463806152,-22.62847900390625,-24.564767837524414
245,35,I failed all of my exams,since I failed two of my six exams.,F2,Sc,-31.789122104644775,-31.631147384643555,-32.06913137435913,-29.729589462280273,-31.58804225921631,-32.2572078704834,-34.22723388671875
246,45,I consulted two dentists,although it's a different pair of dentists each time.,F2,Sc,-39.201231956481934,-40.094319343566895,-38.28266000747681,-37.769697189331055,-37.72280502319336,-35.60071563720703,-38.989572525024414
247,42,I ate a few flavours from St Viateur,because I really like those flavours.,F1,Sc,-20.80988073348999,-21.298227548599243,-19.571843147277832,-19.681584358215332,-20.732291221618652,-23.03127670288086,-24.410143852233887
248,46,I hammered a wall in the morning,but it's a different wall each time.,F2,Sc,-30.088597297668457,-26.34557056427002,-26.15907049179077,-23.675164222717285,-23.433698654174805,-24.104290008544922,-24.19279670715332
249,13,I bought a sandwich from Subway,and I know which one.,F1,Sc,-19.784350872039795,-20.83277702331543,-21.13560676574707,-21.43567180633545,-21.440897941589355,-20.438859939575195,-21.48306655883789
250,36,I hid several secret addictions I have from my family.,because I don't have any secret addictions in the first place.,F2,Sc,-35.83224630355835,-37.6765079498291,-38.23393154144287,-32.74930000305176,-34.300363540649414,-35.3475227355957,-36.182799339294434
251,2,I watched an episode of Tom and Jerry that I love,and I know which episode.,F1,Sc,-20.888423919677734,-21.757888317108154,-21.172548294067383,-20.52104377746582,-20.387115478515625,-21.291894912719727,-20.251359939575195
252,39,I lost five games of tennis on Saturday,even though I was supposed to win them.,F1,Sc,-22.126721382141113,-20.52344274520874,-19.58841323852539,-19.086617469787598,-20.465513229370117,-20.11321449279785,-19.77977180480957
253,33,I didn't stop some people from leaving the office early on Friday,because there's wasn't even anyone at the office on Friday.,F2,S,-41.96101713180542,-38.15270185470581,-38.727396965026855,-35.814616203308105,-35.47226619720459,-34.766807556152344,-35.74853324890137
254,15,I was handed an item of my choice,but I don't know which one.,F2,Sc,-15.702400207519531,-17.45584774017334,-14.994742393493652,-15.55295181274414,-15.181303024291992,-15.85551643371582,-16.161151885986328
255,28,I forgot a joke told on the TV show Hannibal,mostly because it's a serious drama with barely any jokes.,F2,Sc,-48.25087356567383,-45.657087326049805,-45.30838203430176,-41.372196197509766,-43.47701644897461,-41.70552444458008,-40.95085620880127
256,12,"This holiday season, I donated to two charities",but I don't know which ones.,F2,Sc,-19.07222080230713,-19.81046199798584,-18.41956615447998,-17.745586395263672,-18.239352226257324,-18.51034164428711,-18.926666259765625
257,4,I found some days this week to be sunny,but I don't know which days.,F2,Sc,-18.3743953704834,-20.081769943237305,-19.619906425476074,-18.634769439697266,-17.571508407592773,-17.750593185424805,-17.46088218688965
258,5,I will probably give myself some tattoos,and I know which ones.,F1,S,-22.538607597351074,-21.84110403060913,-21.644534587860107,-20.727035522460938,-20.787921905517578,-19.941051483154297,-19.648500442504883
259,55,Some farmers own a donkey,and the donkey is happy.,F1,S,-17.893261432647705,-17.203936100006104,-15.78854751586914,-15.791624069213867,-15.826798439025879,-17.246623992919922,-17.236838340759277
260,12,"This holiday season, I must donate to two charities",and I know which ones.,F1,S,-21.477517127990723,-21.046602249145508,-15.858290672302246,-13.903468132019043,-15.692334175109863,-16.724863052368164,-14.340078353881836
261,14,I desire to purchase an expensive car,and I know which one.,F1,S,-21.124330520629883,-20.52680206298828,-19.748714447021484,-19.307379722595215,-18.939865112304688,-18.019346237182617,-18.86684799194336
262,18,I was friends with every person in my office,but I don't care about who they are.,F2,Sc,-23.438907623291016,-24.80897569656372,-24.105509757995605,-25.330424308776855,-26.93544101715088,-26.91484260559082,-26.675209045410156
263,29,I overlooked an error in my code,and so my code didn't work properly.,F1,Sc,-25.940884590148926,-24.489641427993774,-23.128199577331543,-22.474416732788086,-20.883524894714355,-21.169017791748047,-19.936723709106445
264,32,I didn't like all the books on sale,which is to say I enjoyed only a few of them.,F2,S,-30.916409492492676,-32.99809813499451,-31.801325798034668,-30.71657085418701,-27.38777732849121,-30.367616653442383,-28.74164390563965
265,36,I didn't reveal several secret addictions I have to my family,because I thought I would be judged for having them.,F1,S,-24.88719129562378,-23.05652618408203,-18.275556564331055,-19.01784610748291,-17.704331398010254,-17.296342849731445,-16.89053726196289
266,4,I may find some days this week to be sunny,and I know which days.,F1,S,-24.190531253814697,-24.305301666259766,-23.92298126220703,-22.932907104492188,-23.311069011688232,-22.353717803955078,-20.68953514099121
267,15,I demand that I am handed an item of my choice,but I don't know which one.,F2,S,-16.642382621765137,-17.244797706604004,-16.73099422454834,-18.33884620666504,-17.646514892578125,-17.0846004486084,-18.00489044189453
